transaction_amount,transaction_hour,account_age_days,num_transactions_last_24h,distance_from_home_km,is_fraud
166.75,18,10,5,1.18,0
79.15,13,357,0,6.75,0
158.32,9,256,2,4.13,0
61.0,22,833,4,28.93,0
132.09,8,571,3,2.84,0
133.58,17,177,1,14.25,0
45.11,22,98,1,7.45,0
214.69,7,360,2,10.89,0
76.09,13,354,2,53.23,0
82.09,6,38,2,28.41,0
133.64,21,1061,1,7.27,0
12.39,23,289,0,0.98,0
102.79,20,542,1,38.21,0
69.28,16,1211,2,8.72,0
120.01,11,342,2,1.39,0
96.5,20,325,0,0.17,0
80.05,16,691,4,12.95,0
112.52,21,498,1,7.5,0
112.12,9,1407,6,18.49,0
96.19,11,364,2,17.73,0
47.62,17,777,3,7.84,0
87.79,10,551,2,2.3,0
70.3,14,198,7,28.45,0
45.69,21,2595,4,63.0,0
6.5,17,288,1,6.19,0
62.06,9,4233,1,11.5,0
70.42,12,594,1,7.23,0
128.65,13,128,3,14.08,0
70.24,22,380,3,20.32,0
39.53,8,496,1,3.17,0
24.12,2,29,8,50.83,1
54.47,5,456,2,3.98,0
88.59,10,455,4,2.02,0
27.57,9,1465,2,10.6,0
79.59,17,300,3,3.96,0
143.3,10,188,3,12.12,0
82.7,3,141,1,67.61,0
128.69,4,237,0,13.39,0
153.16,14,389,1,1.46,0
209.41,0,145,2,11.34,0
84.59,15,46,3,17.04,0
207.61,17,334,1,8.17,0
181.17,3,174,1,43.23,0
64.93,3,854,6,18.17,0
34.19,17,321,2,8.76,0
129.44,21,445,2,34.23,0
35.29,12,162,2,1.6,0
165.43,14,330,0,30.5,0
39.53,13,855,4,4.27,0
145.88,2,414,2,12.97,0
33.27,12,163,1,7.89,0
204.17,7,145,6,8.1,1
169.75,15,8,2,15.95,0
170.17,2,407,2,17.35,0
121.84,1,220,2,3.06,0
71.37,0,42,9,18.6,1
92.3,5,936,0,7.44,0
288.41,9,592,1,6.46,0
144.69,1,46,1,69.25,0
239.29,2,777,1,2.22,0
12.16,0,367,2,18.8,0
28.37,18,1311,4,16.33,0
228.45,8,26,2,6.05,0
127.54,19,416,2,2.43,0
106.89,13,599,1,14.9,0
93.37,15,95,0,9.34,0
42.49,17,309,1,41.49,0
207.06,0,211,0,11.87,0
112.16,19,536,2,25.2,0
357.2,7,108,2,0.69,0
88.69,13,381,2,2.83,0
29.43,0,190,2,14.17,1
35.25,13,454,2,6.37,0
72.26,6,277,1,29.58,0
117.96,13,116,1,25.14,0
57.3,15,367,1,1.57,0
85.25,17,618,1,3.12,0
120.91,15,389,0,1.65,0
18.16,12,22,2,2.85,0
230.04,7,113,3,1.12,0
43.2,6,257,1,2.32,0
4.57,3,2354,2,10.65,0
85.35,23,680,4,12.13,0
144.38,12,1432,3,9.75,0
31.58,8,700,2,7.98,0
182.8,5,1227,4,10.22,0
22.96,1,1208,4,13.27,0
144.64,20,1141,4,5.63,0
93.66,6,412,1,16.7,0
10.41,7,330,2,0.46,0
78.86,2,382,2,2.76,0
59.65,16,37,1,0.74,0
111.43,23,385,1,0.56,0
191.69,3,924,1,21.43,0
430.89,1,21,2,3.38,0
100.27,2,201,1,0.04,0
214.13,8,429,1,6.48,0
409.36,2,394,4,20.19,0
226.0,22,1438,2,25.55,0
183.52,9,114,1,4.55,0
67.67,1,241,2,4.4,0
62.46,23,280,2,16.62,0
12.71,9,91,2,7.49,0
210.23,8,8,2,12.89,0
96.4,4,130,2,3.51,0
35.82,6,792,3,0.06,0
36.66,5,262,1,5.17,0
138.38,10,284,0,4.2,0
36.7,8,946,0,67.25,0
137.93,12,603,2,18.04,0
78.41,1,132,2,0.47,0
105.45,19,397,0,21.22,0
37.98,21,391,1,15.66,0
46.1,20,548,4,3.5,0
256.2,10,50,0,3.59,0
15.48,21,58,2,4.39,0
32.1,14,870,2,4.98,0
133.5,5,20,2,13.29,0
88.74,11,1503,3,64.83,0
133.65,23,217,5,33.91,0
137.4,3,497,0,11.76,0
216.46,11,133,2,2.94,0
29.36,8,58,2,41.24,0
59.16,19,328,3,12.2,0
13.98,9,44,3,3.24,1
113.8,17,350,1,13.26,0
151.36,14,808,4,18.46,0
88.54,21,436,1,91.61,0
49.03,16,646,0,12.79,0
134.7,22,305,1,4.97,0
174.52,5,7,4,12.6,0
54.96,5,68,3,3.5,0
114.37,6,732,3,7.63,0
101.4,0,309,5,35.06,0
108.58,4,249,2,2.93,0
211.43,14,562,3,37.71,0
139.16,8,89,2,9.89,0
80.72,20,56,3,19.15,0
128.25,13,286,1,1.89,0
104.97,14,450,1,5.64,0
70.18,13,296,2,0.47,0
83.45,1,198,2,3.7,0
34.74,16,15,1,11.25,0
61.19,7,475,1,33.81,0
121.08,6,129,1,27.29,0
38.12,10,469,1,44.28,0
45.16,0,95,4,16.13,0
34.42,15,665,1,14.75,0
13.95,7,871,1,9.16,0
20.58,8,561,0,0.86,0
62.6,6,805,1,2.04,0
76.83,5,733,3,6.04,0
80.33,13,709,0,2.76,0
25.02,18,460,2,3.86,0
40.89,18,121,2,3.38,0
171.19,14,573,5,8.33,0
46.3,7,281,0,15.25,0
23.86,20,538,1,3.0,0
281.78,5,27,2,30.19,0
276.26,0,129,2,17.88,0
80.05,13,812,0,18.65,0
74.96,15,514,2,12.64,0
196.59,15,404,2,0.87,0
88.97,11,276,2,10.33,0
207.34,14,272,5,8.08,0
46.51,20,14,1,15.18,0
216.76,13,1038,1,5.21,0
157.0,22,439,0,6.71,0
76.34,21,155,0,9.16,0
116.37,16,50,3,28.46,0
120.6,12,1291,1,9.75,0
108.0,7,99,1,5.07,0
77.22,10,810,2,16.69,0
119.29,5,433,2,24.78,0
46.89,20,7,1,4.4,0
24.18,8,123,2,28.01,0
12.0,21,812,3,6.79,0
39.18,17,532,1,5.19,0
240.79,0,1582,1,1.29,0
23.43,21,1107,4,29.04,0
138.68,15,20,12,15.57,1
108.33,7,1343,1,23.41,0
248.06,18,13,7,8.71,1
129.48,14,154,1,0.18,0
95.71,20,405,2,39.08,0
285.92,22,2,3,10.89,0
113.26,13,268,3,3.61,0
80.48,1,56,1,24.77,0
46.85,14,662,2,33.53,0
160.93,7,176,5,16.82,0
51.72,8,392,3,13.58,0
72.77,21,519,2,23.22,0
41.93,13,1534,4,3.53,0
132.93,23,328,2,1.8,0
131.89,18,535,5,3.04,0
42.11,22,270,1,0.01,0
58.4,19,695,2,2.95,0
100.45,2,924,3,12.8,0
144.0,18,8,3,7.67,0
42.73,11,158,4,5.07,0
6.41,5,467,2,5.87,0
55.18,12,498,0,13.88,0
90.44,4,50,1,1.1,0
65.13,10,1508,1,11.17,0
38.89,14,513,3,8.38,0
32.18,22,7,2,19.75,0
157.08,17,1011,2,19.23,0
10.71,16,175,1,6.84,0
145.16,8,16,1,20.42,0
161.86,18,166,2,24.09,0
56.35,19,87,2,0.98,0
443.83,2,689,0,12.06,0
138.8,9,419,1,15.69,0
254.25,12,201,1,4.38,0
123.31,2,285,2,18.23,0
37.78,5,2244,0,7.57,0
114.69,0,74,1,58.2,0
18.52,7,247,1,19.11,0
82.05,21,432,7,2.49,0
132.89,14,920,1,14.83,0
104.86,13,944,5,5.37,0
29.88,12,81,1,0.56,0
29.05,23,754,2,2.18,0
18.96,22,153,1,43.12,0
125.75,23,310,2,7.76,0
67.84,2,173,0,8.39,0
101.45,1,335,3,1.8,0
54.44,6,98,1,0.75,0
158.74,22,631,0,8.72,0
127.73,21,1005,1,19.25,0
86.56,4,585,1,8.76,0
123.84,19,388,3,1.45,0
103.79,11,115,5,19.79,0
87.48,18,2,2,38.43,0
83.11,18,336,2,36.36,0
48.27,10,144,3,11.5,0
65.45,9,157,2,20.05,0
67.94,12,24,2,25.02,0
194.94,19,473,3,18.81,0
83.53,18,1232,1,18.09,0
97.72,14,332,4,0.46,0
8.13,6,986,1,1.27,0
107.42,21,110,2,6.6,0
186.45,14,433,4,9.02,0
251.25,6,731,0,9.19,0
96.97,16,336,3,10.2,0
75.42,23,57,3,5.84,0
103.59,5,66,2,6.55,0
29.64,17,113,2,4.07,0
33.37,9,155,0,14.24,0
174.61,1,66,3,1.8,0
108.92,1,25,3,1.39,1
40.49,5,592,3,2.11,0
96.67,5,354,0,4.98,0
45.94,20,663,1,14.22,0
45.24,20,60,0,8.2,0
165.41,8,356,3,4.48,0
178.39,12,1078,1,11.18,0
215.36,23,1124,1,5.1,0
84.54,17,290,2,13.19,0
79.99,16,56,2,19.07,0
49.91,9,188,3,13.34,0
79.25,3,580,2,40.33,0
67.08,16,61,1,19.52,0
96.85,9,388,1,15.28,0
22.21,3,720,1,27.0,0
47.82,4,433,3,20.8,0
115.6,1,576,2,26.52,0
115.24,20,183,2,1.46,0
44.33,7,265,1,1.38,0
63.41,16,505,1,9.55,0
204.74,23,214,1,2.67,0
74.21,3,130,2,14.8,0
48.18,3,36,6,0.54,1
32.23,22,93,2,4.15,0
70.39,7,154,2,3.43,0
222.01,7,143,1,44.5,0
154.53,4,1356,0,1.87,0
57.27,14,178,5,48.36,0
265.0,3,204,0,9.04,0
6.51,6,16,0,5.08,0
32.76,23,690,3,12.95,0
51.14,10,157,1,4.9,0
159.54,3,439,4,4.89,0
99.13,9,566,2,17.53,0
98.15,0,204,2,17.92,0
35.2,11,152,2,42.91,0
100.07,13,222,2,1.52,0
70.28,16,303,0,3.48,0
27.27,12,261,4,8.6,0
60.09,8,900,2,30.4,0
273.23,15,555,3,10.27,0
251.38,15,235,2,8.49,0
109.6,5,229,0,24.45,0
105.32,2,640,4,2.74,0
39.48,19,94,2,5.02,0
284.68,23,181,1,21.57,0
60.35,22,213,1,4.73,0
64.99,22,304,1,62.35,0
27.44,10,557,1,16.71,0
99.18,14,811,2,8.52,0
57.63,16,39,2,22.02,0
94.86,14,540,1,4.66,0
24.45,17,487,2,1.81,0
65.69,3,37,4,2.06,0
67.84,6,220,2,6.81,0
236.48,6,1,2,21.88,0
51.3,23,1283,1,17.94,0
60.82,9,1448,0,5.35,0
25.4,17,18,4,1.75,0
39.72,14,748,1,25.53,0
10.18,2,426,2,9.96,0
9.53,8,1871,2,12.44,0
44.64,16,308,3,9.76,0
181.36,9,1212,0,8.01,0
30.43,2,355,1,8.21,0
45.41,11,1259,3,11.12,0
49.52,10,238,3,5.43,0
113.29,22,193,5,10.5,0
99.03,11,508,4,0.05,0
28.59,18,492,4,31.42,0
62.19,1,684,2,0.16,0
2.29,8,792,3,38.41,0
119.94,11,626,2,10.91,0
38.91,21,100,3,72.78,0
194.99,11,734,2,14.96,0
205.43,11,265,2,25.73,0
14.57,2,1987,0,15.98,0
52.55,10,159,1,51.13,0
101.46,18,168,2,26.53,0
177.7,18,621,1,31.56,0
65.96,20,64,1,25.72,0
78.12,17,304,1,16.73,0
24.2,1,20,1,4.99,0
22.43,2,951,4,32.47,0
96.68,12,2397,2,20.91,0
23.95,10,33,4,6.47,0
130.53,11,94,2,9.81,0
142.34,4,247,2,4.21,0
50.68,16,93,0,14.52,0
106.1,19,186,2,31.44,0
138.07,1,1325,4,2.48,0
41.69,7,903,0,14.17,0
96.78,17,1271,1,15.51,0
72.93,14,123,2,2.66,0
160.61,22,26,3,1.18,0
20.41,7,1034,1,0.46,0
113.96,22,391,3,8.29,0
79.62,9,171,4,5.98,0
97.74,21,1221,3,4.2,0
39.76,14,1245,4,52.17,0
32.14,18,552,2,16.8,0
18.42,6,469,2,20.46,0
104.84,23,634,2,6.52,0
250.39,23,168,3,8.45,0
139.09,18,428,1,0.88,0
6.18,19,52,1,30.87,0
121.13,0,520,3,1.39,0
106.8,5,987,2,2.18,0
53.46,19,1162,2,16.61,0
113.35,16,1868,1,8.25,0
82.61,11,516,3,7.91,0
69.87,5,608,1,54.36,0
60.9,18,94,3,0.64,0
265.28,15,339,3,0.32,0
39.49,22,432,1,3.48,0
92.84,19,1446,3,13.94,0
107.33,17,1323,1,17.47,0
62.32,3,81,0,98.59,0
86.66,18,949,0,9.58,0
44.01,16,764,1,21.17,0
130.03,13,106,2,4.44,0
81.12,20,389,2,8.78,0
154.7,15,438,2,7.82,0
161.5,22,178,3,15.21,0
90.7,1,101,1,34.52,0
395.91,0,1437,3,34.01,0
126.57,21,326,1,65.02,0
52.71,5,682,1,21.9,0
66.38,19,1339,1,2.73,0
100.7,20,227,1,40.35,0
103.33,10,53,0,22.43,0
124.85,22,389,3,13.98,0
57.19,16,394,1,13.84,0
40.0,2,355,0,24.99,0
106.08,3,234,2,9.18,0
224.27,12,182,2,1.12,0
32.89,23,378,1,20.94,0
160.58,21,45,0,7.94,0
11.57,14,476,3,25.0,0
20.53,16,232,4,3.07,0
79.58,10,274,2,61.98,0
172.75,4,528,2,4.73,0
25.9,13,202,3,7.18,0
90.54,23,4,3,2.29,0
94.82,1,272,2,5.18,0
282.83,4,95,1,9.72,0
84.58,4,770,3,29.83,0
29.56,2,97,2,10.98,0
114.02,21,25,0,6.85,0
133.08,9,31,1,6.38,0
97.15,16,453,5,18.68,0
144.13,14,375,2,6.21,0
75.39,21,348,1,35.05,0
34.7,8,93,2,35.04,0
56.57,8,119,2,34.7,0
86.02,4,1336,1,3.06,0
31.56,15,1930,1,4.05,0
86.41,14,376,2,19.93,0
186.08,16,1500,2,1.17,0
153.32,22,1135,1,9.9,0
49.2,1,15,2,23.23,0
183.59,0,1017,1,11.03,0
14.27,0,18,2,21.06,0
133.52,6,151,2,4.31,0
88.58,0,266,1,2.1,0
181.82,2,146,1,12.79,0
125.91,6,549,2,3.03,0
193.56,4,91,1,10.16,0
23.3,12,481,3,5.75,0
160.37,11,552,1,1.07,0
83.57,18,621,1,1.46,0
84.93,18,499,3,29.76,0
28.3,6,469,2,2.29,0
111.51,8,417,2,4.82,0
162.56,11,937,3,3.3,0
127.99,18,529,3,8.63,0
96.0,13,1536,0,3.11,0
111.01,12,1098,3,5.55,0
108.66,15,465,4,7.03,0
32.26,9,1321,2,12.04,0
95.25,18,31,1,6.23,0
65.32,13,21,1,0.7,0
42.81,16,406,0,19.56,0
190.61,20,98,2,76.86,0
227.83,9,56,4,14.81,0
91.7,17,685,2,4.57,0
111.48,9,398,3,11.1,0
21.07,14,489,1,31.09,0
113.8,13,302,2,15.42,0
191.03,23,375,0,31.75,0
69.62,22,852,3,1.85,0
49.23,11,212,3,18.42,0
8.29,5,956,2,10.99,0
92.74,21,145,1,1.21,0
42.85,16,865,5,1.43,0
226.63,1,1841,3,3.66,0
159.61,7,1331,3,56.51,0
95.77,0,57,0,14.22,0
56.1,15,562,0,10.83,0
237.59,21,717,3,8.53,0
91.12,7,2244,0,19.17,0
64.23,23,1238,2,19.51,0
51.21,19,4,0,10.43,0
42.35,5,1258,0,12.12,0
267.72,23,138,2,12.32,0
82.14,19,79,2,3.33,0
18.68,10,394,5,10.69,0
74.71,4,856,1,16.66,0
33.98,5,190,1,17.84,0
85.42,10,345,2,19.37,0
48.31,17,577,2,13.5,0
21.3,12,263,1,44.98,0
72.54,7,742,3,1.92,0
34.31,3,779,4,21.53,0
81.99,20,787,2,3.89,0
96.9,6,161,3,3.27,0
35.73,0,1331,2,6.66,0
86.0,17,53,2,13.61,0
163.08,6,891,2,4.39,0
72.15,11,1030,2,2.75,0
256.55,8,524,1,6.8,0
12.83,9,971,3,2.79,0
154.12,10,177,2,9.04,0
180.71,12,24,0,16.12,0
40.2,0,134,2,4.69,0
182.41,23,115,1,1.82,0
100.17,14,652,2,16.95,0
161.88,13,301,2,2.02,0
49.22,20,99,2,10.64,0
140.05,12,492,2,3.09,0
73.95,20,550,2,2.39,0
201.94,6,305,1,10.55,0
61.44,0,695,5,3.75,0
25.94,21,173,3,30.03,0
279.77,14,767,4,5.93,0
40.05,2,1028,2,27.4,0
99.12,8,130,1,4.43,0
168.78,10,346,2,24.09,0
97.6,9,348,3,9.19,0
54.91,4,261,4,1.2,0
101.53,11,233,2,32.57,0
222.7,6,647,2,1.0,0
80.71,13,1132,1,17.9,0
216.87,13,411,2,13.15,0
248.83,20,211,1,16.37,0
81.27,11,135,1,2.0,0
85.46,18,6,1,1.76,0
80.78,19,1079,2,2.37,0
10.71,11,674,3,4.11,0
118.1,3,50,3,19.41,0
17.83,12,130,2,0.56,0
97.87,7,116,2,25.21,0
172.21,10,207,6,42.13,0
37.01,9,549,2,5.78,0
91.62,9,468,2,34.83,0
150.22,7,638,5,17.07,0
60.86,16,471,2,6.64,0
41.53,17,390,5,0.37,0
4.8,13,654,2,39.95,0
20.36,16,142,3,31.17,0
169.1,20,211,0,6.58,0
47.66,15,566,3,36.22,0
236.29,5,45,3,4.98,0
23.12,4,815,2,3.09,0
148.28,6,22,1,9.71,0
109.39,11,276,0,5.98,0
171.78,14,173,1,30.27,0
59.22,0,553,3,2.62,0
139.82,14,496,4,18.69,0
35.16,3,595,3,18.98,0
93.23,22,90,1,12.4,0
83.41,7,236,1,5.16,0
137.22,12,477,1,6.75,0
8.24,0,69,3,1.9,0
52.61,2,1993,1,10.41,0
73.01,11,992,0,2.69,0
27.08,17,990,2,14.49,0
42.65,14,279,2,4.06,0
212.98,8,232,1,0.99,0
56.62,1,150,2,15.0,0
31.4,16,84,1,3.04,0
164.39,8,39,2,18.68,0
179.02,14,123,2,38.99,0
69.87,22,823,0,1.65,0
36.01,19,730,3,15.02,0
101.58,14,222,5,29.0,0
114.85,19,399,4,5.0,0
35.46,0,556,4,8.67,0
120.11,6,44,1,8.72,0
80.55,0,69,3,19.71,0
100.03,8,50,2,9.73,0
94.08,21,516,4,5.95,0
127.05,21,1050,2,37.26,0
168.24,7,872,4,25.21,0
161.46,2,431,3,6.57,0
78.43,6,311,1,12.31,0
110.58,6,594,2,5.52,0
18.02,2,89,2,19.2,0
59.63,15,1016,2,6.05,0
190.87,17,189,2,2.29,0
288.16,15,1580,0,12.36,0
18.18,20,29,2,20.48,0
170.98,22,494,1,23.26,0
205.53,21,668,1,33.32,0
35.87,2,830,3,40.32,0
17.31,3,355,3,5.05,0
37.87,21,1506,2,3.99,0
1.99,15,589,2,13.22,0
113.16,1,357,4,14.52,0
173.11,21,300,4,17.38,0
315.77,21,892,0,4.76,0
195.39,2,245,4,3.57,0
110.54,7,345,1,17.92,0
103.57,14,47,1,1.46,0
87.85,19,80,0,7.89,0
128.39,16,804,3,0.5,0
62.43,18,832,4,16.75,0
112.17,17,348,4,13.81,0
92.21,19,1045,4,1.77,0
67.41,19,1350,1,35.18,0
137.91,9,858,4,3.95,0
43.28,14,956,1,33.24,0
188.9,22,353,4,6.15,0
319.67,22,1540,3,37.66,0
161.58,20,131,1,2.74,0
86.68,19,1383,3,32.47,0
67.1,23,84,2,10.29,0
116.11,14,2180,2,1.33,0
159.83,16,80,2,15.27,0
102.83,23,483,1,24.27,0
27.59,19,822,1,11.58,0
30.65,8,790,2,5.22,0
315.74,12,162,0,35.68,0
152.29,11,117,5,12.08,0
81.91,8,1314,1,10.68,0
99.33,9,88,2,57.39,0
93.43,3,2303,0,13.89,0
24.27,12,196,2,23.42,0
117.75,4,4,0,17.66,0
105.94,17,174,0,6.36,0
48.35,4,161,2,66.4,0
61.47,7,1022,2,6.01,0
24.62,15,195,2,12.65,0
59.06,5,462,1,15.31,0
81.32,18,62,3,0.55,0
131.42,1,489,0,4.55,0
197.61,19,291,0,8.28,0
25.39,4,9,5,18.3,1
78.75,21,539,1,37.19,0
25.01,16,294,1,8.43,0
13.16,11,222,3,7.14,0
108.83,4,537,0,5.28,0
60.69,2,747,4,0.92,0
13.38,2,40,3,11.59,0
12.05,17,94,3,6.18,0
207.31,9,520,4,17.94,0
29.35,4,79,1,22.07,0
55.44,3,303,2,21.57,0
84.16,14,807,0,36.79,0
209.05,1,1201,3,1.85,0
359.0,10,958,3,8.2,0
86.5,5,1698,2,10.15,0
84.49,5,126,2,9.37,0
63.92,4,583,3,0.34,0
89.08,7,725,1,10.41,0
42.44,7,13,2,13.87,0
93.35,7,398,1,7.74,0
65.37,17,531,4,11.41,0
106.27,6,756,2,2.3,0
19.22,2,49,10,2.36,1
135.88,16,303,4,35.54,0
215.08,15,201,0,40.31,0
69.55,14,79,0,4.48,0
27.97,5,92,2,11.74,0
17.12,22,79,3,8.24,0
105.84,0,52,3,23.75,0
86.16,6,99,3,3.63,0
53.5,21,8,4,19.36,0
78.87,11,525,1,9.1,0
55.68,16,245,2,5.06,0
111.76,14,129,1,36.4,0
136.53,9,191,0,38.12,0
69.14,4,762,1,5.99,0
157.26,6,325,2,7.81,0
81.78,10,204,2,13.62,0
100.9,22,539,2,7.12,0
186.11,10,431,3,28.66,0
118.5,8,896,2,6.82,0
142.08,0,35,5,28.41,1
112.87,1,446,1,1.84,0
17.65,5,2613,1,23.1,0
94.76,7,712,0,88.03,0
42.0,20,20,3,16.83,0
30.67,18,601,2,2.02,0
91.48,19,219,1,27.48,0
51.43,21,8,2,44.2,0
35.25,3,908,1,4.72,0
55.18,14,176,2,21.09,0
85.3,0,0,1,4.22,0
32.75,12,437,2,9.26,0
135.31,22,101,1,19.03,0
11.14,14,98,2,20.7,0
119.21,4,134,4,0.7,0
59.86,2,100,7,0.72,0
54.1,21,216,2,11.87,0
134.23,15,94,3,1.07,0
24.89,4,121,7,99.24,1
114.67,15,1403,3,23.01,0
135.91,17,74,0,2.86,0
91.1,6,311,0,4.51,0
54.72,17,219,0,0.59,0
14.5,1,504,1,5.24,0
63.52,14,125,0,33.53,0
53.33,14,764,2,9.75,0
123.87,12,320,4,2.6,0
348.0,0,145,3,8.12,0
9.28,11,40,2,3.68,0
117.97,21,436,1,7.37,0
74.26,5,34,2,29.36,0
144.63,9,1285,2,9.86,0
112.23,19,132,2,35.71,0
140.14,7,161,2,48.5,0
12.56,14,343,2,0.34,0
77.43,19,582,3,20.51,0
60.98,12,398,0,25.61,0
88.8,4,153,2,29.74,0
152.43,19,1087,1,17.25,0
32.26,12,2106,1,5.89,0
114.68,17,681,1,18.08,0
94.94,13,67,2,1.4,0
147.65,21,517,1,2.23,0
232.18,11,593,5,0.94,0
136.99,14,1222,1,5.31,0
173.28,15,1528,1,7.35,0
31.48,14,489,1,15.04,0
49.9,21,433,3,4.47,0
47.45,20,570,2,9.51,0
80.88,4,275,1,34.81,0
96.63,2,75,3,2.34,0
56.02,2,934,2,8.71,0
106.75,16,460,1,23.82,0
33.05,12,127,3,23.04,0
75.09,12,1060,3,10.93,0
115.54,3,922,0,10.45,0
51.22,5,66,2,59.86,0
101.13,15,770,3,12.55,0
20.14,10,2387,7,7.24,0
125.21,0,179,1,13.2,0
187.54,5,121,1,14.27,0
200.72,11,1767,0,9.15,0
230.47,19,701,2,17.68,0
185.61,10,1857,3,67.06,0
108.21,23,434,3,9.09,0
106.05,15,308,3,30.72,0
17.95,7,172,4,12.03,0
128.39,0,187,8,8.35,1
52.81,21,394,0,5.78,0
95.31,17,1291,3,9.1,0
164.6,21,1673,1,3.58,0
157.36,15,106,2,4.0,0
98.59,20,230,0,15.71,0
48.67,2,371,4,5.08,0
48.63,17,628,2,0.38,0
34.34,0,21,3,1.87,0
146.34,0,582,1,24.14,0
31.72,14,371,1,0.17,0
96.6,7,334,2,23.8,0
19.75,16,181,0,10.44,0
81.1,8,210,3,3.11,0
52.64,10,1626,4,26.75,0
23.51,11,518,1,6.69,0
276.35,11,1145,2,8.46,0
39.64,17,217,0,23.23,0
121.38,14,428,1,16.54,0
65.61,5,1256,4,6.1,0
154.49,14,398,0,18.22,0
108.28,19,16,1,6.7,0
146.67,19,227,1,19.1,0
20.49,9,377,3,6.68,0
42.86,14,10,3,8.87,0
30.73,2,73,1,34.66,0
61.54,20,145,2,34.17,0
42.0,16,566,4,31.85,0
28.39,10,571,0,4.56,0
268.73,15,368,0,29.91,0
8.27,4,734,2,2.32,0
133.25,10,186,1,11.13,0
45.85,1,605,2,3.02,0
11.94,23,359,2,14.26,0
21.36,20,963,1,0.57,0
126.74,7,1360,0,6.13,0
96.73,5,18,1,38.06,0
91.73,11,204,3,29.13,0
33.5,4,216,7,4.85,1
39.75,12,1808,0,8.29,0
32.54,19,317,2,23.21,0
60.73,23,920,3,16.48,0
32.02,16,192,1,34.07,0
59.33,8,1600,3,18.3,0
61.92,0,551,1,11.37,0
137.86,7,1438,3,8.59,0
180.94,23,182,1,22.51,0
82.48,17,226,5,43.55,0
33.59,8,511,1,7.18,0
83.12,11,196,1,1.39,0
90.27,2,368,2,15.28,0
150.77,11,1862,2,27.56,0
72.36,7,16,3,1.79,0
16.94,14,419,1,19.12,0
57.79,0,437,2,39.76,0
43.83,13,937,1,1.57,0
101.58,8,57,3,18.92,0
54.72,18,951,2,31.06,0
107.08,22,201,2,0.6,0
153.28,17,964,3,3.1,0
140.34,19,12,0,8.05,0
35.84,19,196,0,27.75,0
47.83,11,758,4,20.76,0
76.68,0,1011,0,20.73,0
234.97,13,434,2,25.92,0
19.87,22,216,3,13.04,0
58.79,5,452,1,1.43,0
31.79,10,63,2,5.57,0
149.14,13,511,5,16.92,0
338.68,0,549,5,14.83,0
130.29,15,367,0,9.26,0
72.47,6,6,2,4.68,0
58.43,5,1594,3,22.13,0
71.98,18,129,5,0.89,0
127.35,11,197,4,5.35,0
127.23,5,104,2,1.44,0
47.28,8,49,2,3.22,0
27.36,4,271,0,0.58,0
54.65,20,275,2,6.3,0
153.07,21,1019,0,20.61,0
104.3,17,33,2,2.6,0
60.14,19,164,2,4.44,0
65.33,0,103,4,27.25,0
184.94,20,443,3,5.66,0
49.92,23,459,0,3.54,0
158.53,21,817,3,11.92,0
18.4,2,380,5,12.85,0
25.87,4,341,2,20.98,0
285.06,18,6,1,2.08,0
111.58,18,238,0,7.07,0
155.69,2,491,2,13.73,0
125.91,7,687,3,0.43,0
68.63,18,1202,0,9.38,0
102.07,10,53,6,6.58,0
14.05,4,628,0,3.23,0
21.21,9,23,2,16.73,0
44.03,1,3,9,50.67,1
78.93,2,35,2,3.13,0
17.88,13,153,2,5.26,0
176.14,17,145,2,18.36,0
27.95,11,1065,0,63.91,0
194.45,13,98,0,18.88,0
168.35,22,601,3,20.66,0
142.44,12,415,2,2.15,0
170.28,14,142,2,33.59,0
39.63,2,741,2,2.48,0
79.46,2,553,1,35.22,0
165.95,17,288,2,2.77,0
156.21,5,106,10,37.02,1
62.27,10,354,0,30.83,0
31.58,23,609,2,29.69,0
114.79,23,4112,2,15.09,0
89.11,22,106,4,15.89,0
127.33,10,314,5,28.53,0
165.7,14,567,1,2.98,0
169.17,2,425,2,3.98,0
57.0,5,712,2,10.7,0
62.25,9,394,2,3.5,0
176.54,23,313,2,8.06,0
161.96,2,370,1,4.98,0
154.69,3,690,1,12.87,0
116.69,7,567,2,0.74,0
44.34,19,96,1,2.21,0
15.33,22,1556,1,0.36,0
100.49,15,929,2,0.72,0
104.92,12,152,1,7.12,0
9.7,9,795,2,7.85,0
163.73,6,180,1,14.54,0
112.99,3,188,0,1.03,0
158.24,12,405,3,36.87,0
35.65,8,718,0,4.18,0
61.7,22,587,1,5.92,0
358.74,22,501,0,2.87,0
103.39,2,42,2,3.36,0
146.03,17,210,4,3.98,0
53.79,22,359,2,5.28,0
52.2,9,13,0,13.25,0
76.96,1,116,0,25.45,0
65.0,16,199,1,16.56,0
137.79,17,39,0,16.1,0
174.45,0,681,1,9.26,0
53.25,22,1017,0,14.04,0
21.71,5,58,2,8.01,0
114.14,5,101,1,6.24,0
42.66,0,178,4,0.96,0
30.99,9,591,3,36.99,0
285.89,13,142,3,12.31,0
28.0,11,418,1,0.77,0
16.68,16,10,2,12.51,0
117.71,16,1392,6,0.32,0
84.55,6,127,1,9.57,0
187.33,10,1348,1,26.72,0
83.37,14,848,2,42.76,0
63.1,3,618,5,19.82,0
53.57,13,231,3,10.03,0
49.25,13,21,2,4.23,0
76.07,15,197,2,8.68,0
194.65,5,271,1,10.73,0
64.4,16,1278,1,35.81,0
